項次,分類,原始項次,domain,URL,系統名稱,弱點名稱,弱點描述(英文),弱點描述(中文),修補建議(英文),修補建議(中文),風險等級,參數資訊,標的管理單位,弱點狀態,弱點發現時間,設備種類,檢測日期
28,Medium,81,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%B8%AD%E4%BF%9D%E7%A7%91%E6%97%BA%E5%B9%B4%E6%9C%83%E7%A7%80ai%E5%8A%A9%E7%90%86-%E8%91%A3%E5%BA%A7%E6%9E%97%E5%BB%BA%E6%B6%B52026%E5%B9%B4%E6%9C%83%E6%9B%B4%E5%A5%BD
參數:中保科旺年會秀ai助理-董座林建涵2026年會更好(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
29,Medium,83,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E6%8E%A8%E5%8B%95%E8%90%AC%E4%BA%BA%E5%AD%B8%E6%9C%83cpr%E8%A8%88%E7%95%AB%E6%80%A5%E8%A8%BA%E9%86%AB%E5%B8%AB%E5%BE%90%E5%98%89%E9%B4%BB%E6%80%A5%E6%95%91%E6%95%99%E8%82%B2%E8%A6%81%E5%BE%9E%E5%B0%8F%E5%81%9A%E8%B5%B7
參數:推動萬人學會cpr計畫急診醫師徐嘉鴻急救教育要從小做起(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
30,Medium,85,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%B1%85%E5%AE%B6%E6%A9%9F%E5%99%A8%E4%BA%BA%E8%B6%85%E5%90%B8%E7%9D%9B%E6%99%BA%E6%85%A7%E5%BD%B1%E5%83%8F%E8%BE%A8%E8%AD%98%E5%8A%9F%E8%83%BD%E7%B6%B2%E8%B7%AF%E6%94%9D%E5%BD%B1%E6%A9%9F%E5%8F%AF%E7%B5%B1%E8%A8%88%E4%BA%BA%E6%B5%81%E5%81%B5%E6%B8%AC%...
參數:居家機器人超吸睛智慧影像辨識功能網路攝影機可統計人流偵測身高(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
31,Medium,91,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%B0%8F%E5%AD%B8%E7%94%9F%E5%88%B070%E6%AD%B2%E5%A5%B6%E5%A5%B6%E9%83%BD%E6%98%AF%E4%B8%BB%E9%A1%A7%E6%95%A6%E5%8C%97%E5%BA%97%E9%95%B7%E6%9D%8E%E5%85%8B%E5%8B%A4%E3%80%8C%E6%9A%96%E7%94%B7%E6%9C%8D%E5%8B%99%E3%80%8D%E8%A1%9D%E6%A5%AD%E7%B8%BE
參數:小學生到70歲奶奶都是主顧敦北店長李克勤「暖男服務」衝業績(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
32,Medium,92,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E6%B0%B8%E4%B8%8D%E6%94%BE%E6%A3%84%E7%9A%84%E5%8F%B0%E7%81%A3%E7%8E%8B%E7%89%8C%E7%9C%8B%E8%A6%8B%E7%8E%8B%E5%BB%BA%E6%B0%91%E7%9A%84%E9%8B%BC%E9%90%B5%E6%84%8F%E5%BF%97
參數:永不放棄的台灣王牌看見王建民的鋼鐵意志(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
33,Medium,94,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%B8%AD%E4%BF%9D%E9%9B%99%E5%BB%9A%E7%9A%84%E7%BE%8E%E5%91%B3%E9%97%9C%E4%BF%82%E5%B8%A5%E5%93%A5%E7%BE%8E%E5%A5%B3%E4%BA%92%E7%9B%B8%E6%BF%80%E7%99%BC%E3%80%8C%E9%AB%98%E9%A1%8F%E5%80%BC%E6%96%99%E7%90%86%E3%80%8D
參數:中保雙廚的美味關係帥哥美女互相激發「高顏值料理」(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
34,Medium,95,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%B9%AB%E8%80%81%E9%97%86%E5%B9%B4%E7%9C%8116%E8%90%AC%E6%B2%B9%E9%8C%A2%E3%80%8C%E4%BA%9E%E5%A4%AA%E6%9C%80%E5%BC%B7%E9%87%91%E7%89%8C%E5%86%A0%E8%BB%8D%E5%8D%A1%E8%BB%8A%E9%A7%95%E9%A7%9B%E3%80%8D%E6%9B%BE%E6%8C%BA%E8%B1%AA%E5%85%AC%E9%96%8Bpro%E7%B...
參數:幫老闆年省16萬油錢「亞太最強金牌冠軍卡車駕駛」曾挺豪公開pro級省油攻略(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
35,Medium,96,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%BE%9E%E6%AD%90%E6%B4%B2%E7%94%9C%E9%BB%9E%E5%88%B0%E5%8F%B0%E5%BC%8F%E9%BA%B5%E5%8C%85%E7%BE%8E%E5%A5%B3%E4%B8%BB%E5%BB%9Alily%E7%B9%9E%E8%91%97%E5%9C%B0%E7%90%83%E5%9C%93%E7%83%98%E7%84%99%E5%A4%A2
參數:從歐洲甜點到台式麵包美女主廚lily繞著地球圓烘焙夢(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
36,Medium,97,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/90%E5%91%A8%E5%B9%B4%E7%B1%B3%E5%A5%87%E6%8E%A7%E5%BF%85%E6%94%B6%E5%A1%97%E9%B4%89%E5%A4%A7%E5%B8%ABbounce%E6%93%8D%E5%88%80%E6%9C%80%E5%80%8B%E6%80%A7mickey%E5%85%AC%E4%BB%94%E7%8E%A9%E5%85%B7%E5%B1%95%E9%99%90%E9%87%8F%E9%96%8B%E6%90%B6
參數:90周年米奇控必收塗鴉大師bounce操刀最個性mickey公仔玩具展限量開搶(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
37,Medium,98,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E8%A6%8B%E7%BE%A9%E5%8B%87%E7%82%BA%E8%BF%BD%E6%8D%95%E6%AF%92%E8%9F%B2%E6%90%B6%E5%8C%AA%E4%B8%AD%E4%BF%9D%E6%9C%8D%E5%8B%99%E5%93%A1%E6%9D%8E%E5%BB%BA%E8%B3%93%E8%8B%B1%E5%8B%87%E8%A1%A8%E7%8F%BE%E7%8D%B2%E8%A1%A8%E6%8F%9A
參數:見義勇為追捕毒蟲搶匪中保服務員李建賓英勇表現獲表揚(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
38,Medium,99,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%B8%80%E6%A8%A3%E7%81%AB%E7%81%BD%E5%85%A9%E7%A8%AE%E7%B5%90%E5%B1%80%E6%B6%88%E9%98%B2%E9%81%94%E4%BA%BA%E6%9E%97%E9%87%91%E5%AE%8F%E6%95%99%E4%BD%A04%E5%A4%A7%E8%87%AA%E6%95%91%E5%AE%88%E5%89%87
參數:一樣火災兩種結局消防達人林金宏教你4大自救守則(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
39,Medium,101,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E3%80%8C%E8%8D%89%E6%A0%B9%E5%A5%87%E8%91%A9%E5%BA%97%E9%95%B7%E3%80%8D%E9%98%BF%E6%99%BA%E9%9D%A0%E9%9B%9E%E5%A9%86%E5%80%8B%E6%80%A77%E5%80%8B%E6%9C%88%E5%BE%9E%E5%B7%A5%E8%AE%80%E7%94%9F%E7%9B%B4%E5%8D%87%E5%BA%97%E9%95%B7
參數:「草根奇葩店長」阿智靠雞婆個性7個月從工讀生直升店長(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
40,Medium,102,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/10%E5%B9%B4%E6%8E%8C%E5%BA%97%E7%B6%93%E9%A9%97%E6%95%A6%E5%8C%97%E5%BA%97%E9%95%B7%E6%9D%8E%E9%9B%AF%E9%9B%AF%E6%8E%8C%E6%8F%A1%E3%80%8C%E6%88%90%E5%8A%9F%E8%A9%A6%E5%90%83%E8%A1%93%E3%80%8D%E5%96%AE%E6%9C%88%E6%A5%AD%E7%B8%BE%E9%A3%863%E5%80%8D
參數:10年掌店經驗敦北店長李雯雯掌握「成功試吃術」單月業績飆3倍(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
41,Medium,106,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/%E7%AC%AC%E4%B8%80%E5%90%8D%E5%AD%B8%E9%9C%B8%E6%8A%80%E8%83%BD%E7%AB%B6%E8%B3%BD%E9%87%91%E7%89%8C%E7%B1%83%E7%90%83%E9%9A%8A%E8%8F%81%E8%8B%B1%E6%9E%97%E7%87%88%E5%9F%BA%E9%87%91%E6%9C%83%E7%8D%8E%E5%8A%A974%E4%BD%8D%E9%AB%98%E4%B8%AD%E8%81%B7%E5%84%A...
參數:第一名學霸技能競賽金牌籃球隊菁英林燈基金會獎助74位高中職優秀學生-79842a6b-fb8a-41a5-9115-99e568b3ef71(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
42,Medium,127,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/2021%E5%AE%9C%E8%98%AD%E5%AD%B8%E9%9C%B8%E5%B1%95%E5%AF%A6%E5%8A%9B%E5%AE%9C%E8%98%AD%E9%AB%98%E4%B8%AD%E7%B1%83%E7%90%83%E9%9A%8A%E9%87%8D%E8%BF%94hbl%E5%8D%81%E4%BA%8C%E5%BC%B7
參數:2021宜蘭學霸展實力宜蘭高中籃球隊重返hbl十二強(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
43,Medium,129,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E8%8B%B1%E5%9C%8Bfosterpartners%E5%B7%A8%E4%BD%9C%E9%80%B2%E9%A7%90%E5%8D%97%E6%B8%AF%E5%BB%BA%E7%AF%89%E5%A4%A7%E5%B8%AB%E9%82%B1%E7%B6%AD%E7%85%AC%E6%93%8D%E5%88%80%E5%9C%8B%E7%94%A2%E5%BB%BA%E6%9D%90%E4%BC%81%E6%A5%AD%E7%B8%BD%E9%83%A8%E8%AE%8A%E8%B...
參數:英國fosterpartners巨作進駐南港建築大師邱維煬操刀國產建材企業總部變身會呼吸的科技綠建築(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
44,Medium,131,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%BB%96%E7%9A%84%E7%A0%82%E7%9F%B3%E8%BB%8A%E5%85%A8%E5%8F%B0%E6%9C%80%E4%BA%AE-%E6%89%93%E8%A0%9F%E5%93%A5%E3%80%8C%E5%B0%8F%E9%9A%BB%E3%80%8D%E6%94%B9%E8%AE%8A%E4%B8%80%E5%80%8B%E8%BB%8A%E9%9A%8A
參數:他的砂石車全台最亮-打蠟哥「小隻」改變一個車隊(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
45,Medium,134,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E8%AE%93%E5%93%A5%E5%90%89%E6%8B%89%E8%BF%B7%E6%9A%B4%E5%8B%95%E7%9A%84%E5%8E%9F%E5%9E%8B%E5%B8%AB%E6%9E%97%E5%87%B1%E6%81%A9%E6%9A%97%E9%BB%91%E7%B3%BB%E6%A8%A1%E5%9E%8B%E7%B4%B0%E7%AF%80%E9%80%BC%E7%9C%9F%E7%8E%A9%E5%AE%B6%E6%BC%8F%E5%A4%9C%E6%8E%92%...
參數:讓哥吉拉迷暴動的原型師林凱恩暗黑系模型細節逼真玩家漏夜排隊也要搶收藏(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
46,Medium,138,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E7%B2%89%E7%B5%B2%E6%9C%9D%E8%81%96%E5%BF%85%E6%8B%8D%E5%A1%97%E9%B4%89%E5%A4%A7%E5%B8%ABbounce%E6%8C%91%E6%88%B0%E9%AB%98%E7%A9%BA%E5%99%B4%E6%BC%86%E4%B8%89%E5%B1%A4%E6%A8%93%E9%AB%98%E8%B6%85%E5%A4%A7%E5%85%AC%E4%BB%94%E7%8F%BE%E8%BA%AB%E5%A4%A7%E5%...
參數:粉絲朝聖必拍塗鴉大師bounce挑戰高空噴漆三層樓高超大公仔現身大園航棧(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
47,Medium,140,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/2021%E5%AE%9C%E8%98%AD%E5%AD%B8%E9%9C%B8%E5%B1%95%E5%AF%A6%E5%8A%9B%E3%80%8C%E6%9E%97%E7%87%88%E6%96%87%E6%95%99%E5%9F%BA%E9%87%91%E6%9C%83%E3%80%8D%E3%80%8C%E4%B8%AD%E4%BF%9D%E6%96%87%E6%95%99%E5%9F%BA%E9%87%91%E6%9C%83%E3%80%8D%E5%85%A9%E5%9F%BA%E9%87...
參數:2021宜蘭學霸展實力「林燈文教基金會」「中保文教基金會」兩基金會聯手贊助果實纍纍(Page)",無限+生活誌,主機標頭注入,The web application performs a redirection to an external site,Web 應用程式會執行重新導向至外部網站,"Validate and sanitize the user supplied inputs properly
","適當地驗證並消毒使用者輸入的內容
",Medium,有可能透過 Web 快取毒害來破壞網站內容有可能說服無經驗而易受騙的使用者提供機密性資訊，如：使用者名稱、密碼、信用卡號碼、社會保險號碼等等,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
